,cases_medellin,DATA,YEAR,YearWeek,LastDayWeek,MONTH,temperature_medellin,percipitation_medellin,percipitation_medellin_rural,percipitation_medellin_urbano
430,31,"['2015', 'w15']",2015,201515,2015-04-11,4,21.88972282409669,42.663417584084456,41.856191134568,43.103393831998574
431,19,"['2015', 'w16']",2015,201516,2015-04-18,4,21.88972282409669,39.00238613193115,39.2332333062582,38.8759224796209
432,16,"['2015', 'w17']",2015,201517,2015-04-25,4,21.88972282409669,13.274934217315144,14.29595656487101,12.699212741647113
433,30,"['2015', 'w18']",2015,201518,2015-05-02,5,21.9558544158936,24.342983930482436,22.81687687053773,24.972088105690414
434,28,"['2015', 'w19']",2015,201519,2015-05-09,5,21.9558544158936,16.503961701230498,14.67429544384353,17.288803191083733
435,30,"['2015', 'w20']",2015,201520,2015-05-16,5,21.9558544158936,40.79206623258222,40.57587432389098,40.75990773917214
436,24,"['2015', 'w21']",2015,201521,2015-05-23,5,21.9558544158936,57.51711771015231,56.35182241425998,57.86596352279428
437,26,"['2015', 'w22']",2015,201522,2015-05-30,5,21.9558544158936,38.896255298385924,38.869311316692894,39.01259728782704
438,45,"['2015', 'w23']",2015,201523,2015-06-06,6,21.991092681884798,14.311788860209596,14.903525363189587,14.049452446108212
439,57,"['2015', 'w24']",2015,201524,2015-06-13,6,21.991092681884798,7.577783944404618,6.707095500121371,7.989299914091352
440,38,"['2015', 'w25']",2015,201525,2015-06-20,6,21.991092681884798,9.985475740384995,10.077034465011193,9.939598594916335
441,69,"['2015', 'w26']",2015,201526,2015-06-27,6,21.991092681884798,8.502988583714853,7.533767278643622,8.975573955431171
442,65,"['2015', 'w27']",2015,201527,2015-07-04,7,22.4197034835815,17.767103629767217,17.000934228113884,18.153396085813693
443,52,"['2015', 'w28']",2015,201528,2015-07-11,7,22.4197034835815,23.55308351938955,23.07163963755548,23.814782459381426
444,70,"['2015', 'w29']",2015,201529,2015-07-18,7,22.4197034835815,43.195478960330846,40.870484340594004,44.26946188850852
445,46,"['2015', 'w30']",2015,201530,2015-07-25,7,22.4197034835815,10.764665046531956,10.785084741702976,10.762193920490594
446,49,"['2015', 'w31']",2015,201531,2015-08-01,8,22.6625738143921,0.7329831039055119,0.2011172932703138,0.9629955374704352
447,58,"['2015', 'w32']",2015,201532,2015-08-08,8,22.6625738143921,10.787921148225275,10.526301113649268,10.933958744065453
448,73,"['2015', 'w33']",2015,201533,2015-08-15,8,22.6625738143921,16.849644435623258,18.298435825195867,16.200815363163006
449,72,"['2015', 'w34']",2015,201534,2015-08-22,8,22.6625738143921,24.932839047998304,24.330427634197736,25.29076669488727
450,67,"['2015', 'w35']",2015,201535,2015-08-29,8,22.6625738143921,10.846793205907408,10.874285340078789,10.79386132314525
451,104,"['2015', 'w36']",2015,201536,2015-09-05,9,22.125761032104503,21.92419348101368,21.98565530800013,21.813410304086112
452,105,"['2015', 'w37']",2015,201537,2015-09-12,9,22.125761032104503,15.800269603132456,17.89309313216647,14.818221525105207
453,119,"['2015', 'w38']",2015,201538,2015-09-19,9,22.125761032104503,28.641792461014962,28.503915680433806,28.63927508712192
454,118,"['2015', 'w39']",2015,201539,2015-09-26,9,22.125761032104503,28.120910112490797,28.426130510413127,27.92869225487793
455,103,"['2015', 'w40']",2015,201540,2015-10-03,10,21.5502395629883,60.65946254906279,68.86178610889232,56.85192613886107
456,116,"['2015', 'w41']",2015,201541,2015-10-10,10,21.5502395629883,50.5132524154064,49.45143734015128,50.9085738588877
457,129,"['2015', 'w42']",2015,201542,2015-10-17,10,21.5502395629883,24.909616826622,27.323152525758967,23.77980103171685
458,123,"['2015', 'w43']",2015,201543,2015-10-24,10,21.5502395629883,43.552121406204265,45.666334975975154,42.552076899946094
459,103,"['2015', 'w44']",2015,201544,2015-10-31,10,21.5502395629883,51.461897565814226,52.01702490290582,51.191185023091904
460,121,"['2015', 'w45']",2015,201545,2015-11-07,11,21.2006788253784,24.355677362302966,19.521389712458074,26.70326829053566
461,105,"['2015', 'w46']",2015,201546,2015-11-14,11,21.2006788253784,44.376924511637355,44.201245455119924,44.55869361484853
