system:time_start,LST_Day_1km
"Oct 12, 2015",
"Oct 13, 2015",
"Oct 14, 2015",
"Oct 15, 2015",
"Oct 16, 2015",
"Oct 17, 2015",
"Oct 18, 2015",16.389
"Oct 19, 2015",
"Oct 20, 2015",30.602
"Oct 21, 2015",
"Oct 22, 2015",
"Oct 23, 2015",
"Oct 24, 2015",
"Oct 25, 2015",26.331
"Oct 26, 2015",
"Oct 27, 2015",
"Oct 28, 2015",
"Oct 29, 2015",28.739
"Oct 30, 2015",29.644
"Oct 31, 2015",
"Nov 1, 2015",
"Nov 2, 2015",
"Nov 3, 2015",26.1
"Nov 4, 2015",
"Nov 5, 2015",
"Nov 6, 2015",
"Nov 7, 2015",
"Nov 8, 2015",25.556
"Nov 9, 2015",
"Nov 10, 2015",25.639
"Nov 11, 2015",
"Nov 12, 2015",28.374
"Nov 13, 2015",
"Nov 14, 2015",
"Nov 15, 2015",
"Nov 16, 2015",
"Nov 17, 2015",
"Nov 18, 2015",
"Nov 19, 2015",16.981
"Nov 20, 2015",
"Nov 21, 2015",30.034
"Nov 22, 2015",28.504
"Nov 23, 2015",
"Nov 24, 2015",27.616
"Nov 25, 2015",25.101
"Nov 26, 2015",
"Nov 27, 2015",
"Nov 28, 2015",
"Nov 29, 2015",23.323
"Nov 30, 2015",
"Dec 1, 2015",
"Dec 2, 2015",
"Dec 3, 2015",25.665
"Dec 4, 2015",
"Dec 5, 2015",25.407
"Dec 6, 2015",
"Dec 7, 2015",25.354
"Dec 8, 2015",
"Dec 9, 2015",
"Dec 10, 2015",24.995
"Dec 11, 2015",
"Dec 12, 2015",28.002
"Dec 13, 2015",
"Dec 14, 2015",
"Dec 15, 2015",
"Dec 16, 2015",21.007
"Dec 17, 2015",
"Dec 18, 2015",
"Dec 19, 2015",22.492
"Dec 20, 2015",
"Dec 21, 2015",
"Dec 22, 2015",
"Dec 23, 2015",22.918
"Dec 24, 2015",24.244
"Dec 25, 2015",29.112
"Dec 26, 2015",16.726
"Dec 27, 2015",
"Dec 28, 2015",
"Dec 29, 2015",
"Dec 30, 2015",20.958
"Dec 31, 2015",20.702
"Jan 1, 2016",29.873
"Jan 2, 2016",
"Jan 3, 2016",25.588
"Jan 4, 2016",
"Jan 5, 2016",
"Jan 6, 2016",21.363
"Jan 7, 2016",
"Jan 8, 2016",23.811
"Jan 9, 2016",18.914
"Jan 10, 2016",23.289
"Jan 11, 2016",
"Jan 12, 2016",27.306
"Jan 13, 2016",19.39
"Jan 14, 2016",
"Jan 15, 2016",29.012
"Jan 16, 2016",26.049
"Jan 17, 2016",30.164
"Jan 18, 2016",25.083
"Jan 19, 2016",23.819
"Jan 20, 2016",
"Jan 21, 2016",
"Jan 22, 2016",26.026
"Jan 23, 2016",24.92
"Jan 24, 2016",
"Jan 25, 2016",
"Jan 26, 2016",27.297
"Jan 27, 2016",25.229
"Jan 28, 2016",
"Jan 29, 2016",21.337
"Jan 30, 2016",
"Jan 31, 2016",26.946
"Feb 1, 2016",21.08
"Feb 2, 2016",25.251
"Feb 3, 2016",22.978
"Feb 4, 2016",28.083
"Feb 5, 2016",17.091
"Feb 6, 2016",
"Feb 7, 2016",22.639
"Feb 8, 2016",
"Feb 9, 2016",21.837
"Feb 10, 2016",22.868
"Feb 11, 2016",
"Feb 12, 2016",20.946
"Feb 13, 2016",
"Feb 14, 2016",23.036
"Feb 15, 2016",
"Feb 16, 2016",28.98
"Feb 17, 2016",
"Feb 18, 2016",
"Feb 28, 2016",22.175
"Feb 29, 2016",
"Mar 1, 2016",25.271
"Mar 2, 2016",
"Mar 3, 2016",
"Mar 4, 2016",
"Mar 5, 2016",26.134
"Mar 6, 2016",
"Mar 7, 2016",
"Mar 8, 2016",25.161
"Mar 9, 2016",
"Mar 10, 2016",27.406
"Mar 11, 2016",
"Mar 12, 2016",27.015
"Mar 13, 2016",24.582
"Mar 14, 2016",
"Mar 15, 2016",23.372
"Mar 16, 2016",
"Mar 17, 2016",
"Mar 18, 2016",
"Mar 19, 2016",26.771
"Mar 20, 2016",
"Mar 21, 2016",24.692
"Mar 22, 2016",22.371
"Mar 23, 2016",25.154
"Mar 24, 2016",24.761
"Mar 25, 2016",
"Mar 26, 2016",27.209
"Mar 27, 2016",
"Mar 28, 2016",25.486
"Mar 29, 2016",24.718
"Mar 30, 2016",
"Mar 31, 2016",22.679
"Apr 1, 2016",
"Apr 2, 2016",
"Apr 3, 2016",
"Apr 4, 2016",29.726
"Apr 5, 2016",22.252
"Apr 6, 2016",25.392
"Apr 7, 2016",
"Apr 8, 2016",
"Apr 9, 2016",
"Apr 10, 2016",
"Apr 11, 2016",21.633
"Apr 12, 2016",
"Apr 13, 2016",
"Apr 14, 2016",
"Apr 15, 2016",29.007
"Apr 16, 2016",
"Apr 17, 2016",
"Apr 18, 2016",26.789
"Apr 19, 2016",
"Apr 20, 2016",29.007
"Apr 21, 2016",27.664
"Apr 22, 2016",
"Apr 23, 2016",
"Apr 24, 2016",
"Apr 25, 2016",23.46
"Apr 26, 2016",
"Apr 27, 2016",18.088
"Apr 28, 2016",
"Apr 29, 2016",13.404
"Apr 30, 2016",22.609
"May 1, 2016",
"May 2, 2016",
"May 3, 2016",
"May 4, 2016",
"May 5, 2016",
"May 6, 2016",
"May 7, 2016",
"May 8, 2016",
"May 9, 2016",
"May 10, 2016",
"May 11, 2016",23.811
"May 12, 2016",
"May 13, 2016",27.046
"May 14, 2016",
"May 15, 2016",27.027
"May 16, 2016",
"May 17, 2016",26.869
"May 18, 2016",
"May 19, 2016",
"May 20, 2016",30.045
"May 21, 2016",
"May 22, 2016",
"May 23, 2016",23.414
"May 24, 2016",
"May 25, 2016",
"May 26, 2016",
"May 27, 2016",
"May 28, 2016",
"May 29, 2016",
"May 30, 2016",
"May 31, 2016",
"Jun 1, 2016",
"Jun 2, 2016",
"Jun 3, 2016",
"Jun 4, 2016",25.726
"Jun 5, 2016",27.023
"Jun 6, 2016",
"Jun 7, 2016",20.024
"Jun 8, 2016",23.522
"Jun 9, 2016",13.992
"Jun 10, 2016",
"Jun 11, 2016",17.007
"Jun 12, 2016",26.047
"Jun 13, 2016",
"Jun 14, 2016",21.175
"Jun 15, 2016",
"Jun 16, 2016",27.794
"Jun 17, 2016",
"Jun 18, 2016",23.35
"Jun 19, 2016",
"Jun 20, 2016",
"Jun 21, 2016",22.902
"Jun 22, 2016",
"Jun 23, 2016",17.997
"Jun 24, 2016",
"Jun 25, 2016",25.389
"Jun 26, 2016",19.898
"Jun 27, 2016",27.705
"Jun 28, 2016",14.042
"Jun 29, 2016",
"Jun 30, 2016",
"Jul 1, 2016",
"Jul 2, 2016",
"Jul 3, 2016",
"Jul 4, 2016",14.89
"Jul 5, 2016",
"Jul 6, 2016",
"Jul 7, 2016",26.917
"Jul 8, 2016",
"Jul 9, 2016",28.73
"Jul 10, 2016",
"Jul 11, 2016",26.581
"Jul 12, 2016",
"Jul 13, 2016",
"Jul 14, 2016",21.558
"Jul 15, 2016",
"Jul 16, 2016",
"Jul 17, 2016",17.894
"Jul 18, 2016",22.567
"Jul 19, 2016",21.835
"Jul 20, 2016",
"Jul 21, 2016",
"Jul 22, 2016",19.77
"Jul 23, 2016",16.634
"Jul 24, 2016",
"Jul 25, 2016",25.3
"Jul 26, 2016",24.152
"Jul 27, 2016",
"Jul 28, 2016",24.353
"Jul 29, 2016",
"Jul 30, 2016",
"Jul 31, 2016",
"Aug 1, 2016",23.512
"Aug 2, 2016",
"Aug 3, 2016",24.432
"Aug 4, 2016",
"Aug 5, 2016",26.926
"Aug 6, 2016",27.816
"Aug 7, 2016",
"Aug 8, 2016",22.593
"Aug 9, 2016",
"Aug 10, 2016",
"Aug 11, 2016",
"Aug 12, 2016",26.296
"Aug 13, 2016",24.03
"Aug 14, 2016",
"Aug 15, 2016",
"Aug 16, 2016",
"Aug 17, 2016",20.607
"Aug 18, 2016",
"Aug 19, 2016",26.152
"Aug 20, 2016",17.872
"Aug 21, 2016",
"Aug 22, 2016",
"Aug 23, 2016",29.234
"Aug 24, 2016",24.046
"Aug 25, 2016",
"Aug 26, 2016",26.58
"Aug 27, 2016",24.082
"Aug 28, 2016",
"Aug 29, 2016",
"Aug 30, 2016",
"Aug 31, 2016",22.311
"Sep 1, 2016",
"Sep 2, 2016",24.233
"Sep 3, 2016",
"Sep 4, 2016",21.881
"Sep 5, 2016",17.353
"Sep 6, 2016",
"Sep 7, 2016",
"Sep 8, 2016",
"Sep 9, 2016",25.331
"Sep 10, 2016",
"Sep 11, 2016",22.544
"Sep 12, 2016",
"Sep 13, 2016",28.717
"Sep 14, 2016",
"Sep 15, 2016",16.873
"Sep 16, 2016",25.076
"Sep 17, 2016",
"Sep 18, 2016",23.996
"Sep 19, 2016",
"Sep 20, 2016",31.256
"Sep 21, 2016",
"Sep 22, 2016",
"Sep 23, 2016",26.242
"Sep 24, 2016",
"Sep 25, 2016",26.89
"Sep 26, 2016",
"Sep 27, 2016",
"Sep 28, 2016",26.205
"Sep 29, 2016",26.939
"Sep 30, 2016",24.745
"Oct 1, 2016",
"Oct 2, 2016",21.985
"Oct 3, 2016",
"Oct 4, 2016",28.175
"Oct 5, 2016",
"Oct 6, 2016",25.17
"Oct 7, 2016",
"Oct 8, 2016",
"Oct 9, 2016",
"Oct 10, 2016",
"Oct 11, 2016",
"Oct 12, 2016",
"Oct 13, 2016",28.171
"Oct 14, 2016",18.559
"Oct 15, 2016",
"Oct 16, 2016",
"Oct 17, 2016",
"Oct 18, 2016",
"Oct 19, 2016",
"Oct 20, 2016",
"Oct 21, 2016",
"Oct 22, 2016",26.442
"Oct 23, 2016",
"Oct 24, 2016",29.15
"Oct 25, 2016",
"Oct 26, 2016",
"Oct 27, 2016",23.858
"Oct 28, 2016",
"Oct 29, 2016",
"Oct 30, 2016",25.385
"Oct 31, 2016",
"Nov 1, 2016",
"Nov 2, 2016",
"Nov 3, 2016",17.075
"Nov 4, 2016",
"Nov 5, 2016",25.776
"Nov 6, 2016",
"Nov 7, 2016",23.743
"Nov 8, 2016",25.458
"Nov 9, 2016",
"Nov 10, 2016",
"Nov 11, 2016",
"Nov 12, 2016",
"Nov 13, 2016",
"Nov 14, 2016",25.803
"Nov 15, 2016",18.439
"Nov 16, 2016",25.656
"Nov 17, 2016",26.153
"Nov 18, 2016",17.51
"Nov 19, 2016",
"Nov 20, 2016",
"Nov 21, 2016",26.157
"Nov 22, 2016",23.619
"Nov 23, 2016",13.327
"Nov 24, 2016",21.825
"Nov 25, 2016",
"Nov 26, 2016",
"Nov 27, 2016",
"Nov 28, 2016",23.458
"Nov 29, 2016",
"Nov 30, 2016",24.969
"Dec 1, 2016",
"Dec 2, 2016",
"Dec 3, 2016",
"Dec 4, 2016",
"Dec 5, 2016",23.207
"Dec 6, 2016",
"Dec 7, 2016",22.632
"Dec 8, 2016",
"Dec 9, 2016",
"Dec 10, 2016",17.184
"Dec 11, 2016",23.837
"Dec 12, 2016",18.982
"Dec 13, 2016",
"Dec 14, 2016",15.443
"Dec 15, 2016",
"Dec 16, 2016",
"Dec 17, 2016",23.904
"Dec 18, 2016",24.895
"Dec 19, 2016",20.403
"Dec 20, 2016",24.435
"Dec 21, 2016",
"Dec 22, 2016",
"Dec 23, 2016",26.797
"Dec 24, 2016",
"Dec 25, 2016",24.07
"Dec 26, 2016",
"Dec 27, 2016",
"Dec 28, 2016",21.39
"Dec 29, 2016",
"Dec 30, 2016",12.19
"Dec 31, 2016",
"Jan 1, 2017",23.492
"Jan 2, 2017",20.742
"Jan 3, 2017",23.277
"Jan 4, 2017",
"Jan 5, 2017",
"Jan 6, 2017",20.949
"Jan 7, 2017",
"Jan 8, 2017",
"Jan 9, 2017",
"Jan 10, 2017",25.076
"Jan 11, 2017",21.232
"Jan 12, 2017",
"Jan 13, 2017",21.255
"Jan 14, 2017",
"Jan 15, 2017",
"Jan 16, 2017",
"Jan 17, 2017",20.721
"Jan 18, 2017",
"Jan 19, 2017",25.638
"Jan 20, 2017",20.229
"Jan 21, 2017",24.468
"Jan 22, 2017",24.682
"Jan 23, 2017",
"Jan 24, 2017",26.279
"Jan 25, 2017",18.53
"Jan 26, 2017",27.755
"Jan 27, 2017",24.237
"Jan 28, 2017",27.311
"Jan 29, 2017",22.494
"Jan 30, 2017",
"Jan 31, 2017",22.796
"Feb 1, 2017",
"Feb 2, 2017",25.133
"Feb 3, 2017",20.855
"Feb 4, 2017",28.272
"Feb 5, 2017",26.652
"Feb 6, 2017",
"Feb 7, 2017",27.267
"Feb 8, 2017",
"Feb 9, 2017",24.339
"Feb 10, 2017",19.358
"Feb 11, 2017",27.499
"Feb 12, 2017",19.417
"Feb 13, 2017",24.19
"Feb 14, 2017",25.14
"Feb 15, 2017",24.486
"Feb 16, 2017",
"Feb 17, 2017",
"Feb 18, 2017",25.929
"Feb 19, 2017",22.646
"Feb 20, 2017",28.905
"Feb 21, 2017",23.341
"Feb 22, 2017",
"Feb 23, 2017",17.045
"Feb 24, 2017",
"Feb 25, 2017",19.959
"Feb 26, 2017",19.618
"Feb 27, 2017",27.342
"Feb 28, 2017",23.794
"Mar 1, 2017",27.78
"Mar 2, 2017",19.262
"Mar 3, 2017",
"Mar 4, 2017",25.988
"Mar 5, 2017",
"Mar 6, 2017",21.317
"Mar 7, 2017",
"Mar 8, 2017",
"Mar 9, 2017",24.586
"Mar 10, 2017",
"Mar 11, 2017",22.155
"Mar 12, 2017",
"Mar 13, 2017",15.595
"Mar 14, 2017",
"Mar 15, 2017",
"Mar 16, 2017",17.798
"Mar 17, 2017",28.157
"Mar 18, 2017",21.88
"Mar 19, 2017",
"Mar 20, 2017",24.006
"Mar 21, 2017",
"Mar 22, 2017",
"Mar 23, 2017",
"Mar 24, 2017",
"Mar 25, 2017",
"Mar 26, 2017",
"Mar 27, 2017",24.87
"Mar 28, 2017",
"Mar 29, 2017",
"Mar 30, 2017",
"Mar 31, 2017",23.887
"Apr 1, 2017",13.95
"Apr 2, 2017",24.797
"Apr 3, 2017",17.905
"Apr 4, 2017",24.126
"Apr 5, 2017",22.445
"Apr 6, 2017",
"Apr 7, 2017",
"Apr 8, 2017",
"Apr 9, 2017",
"Apr 10, 2017",23.471
"Apr 11, 2017",
"Apr 12, 2017",
"Apr 13, 2017",
"Apr 14, 2017",
"Apr 15, 2017",24.724
"Apr 16, 2017",
"Apr 17, 2017",
"Apr 18, 2017",
"Apr 19, 2017",
"Apr 20, 2017",
"Apr 21, 2017",20.215
"Apr 22, 2017",
"Apr 23, 2017",
"Apr 24, 2017",
"Apr 25, 2017",24.667
"Apr 26, 2017",
"Apr 27, 2017",19.28
"Apr 28, 2017",25.41
"Apr 29, 2017",
"Apr 30, 2017",
"May 1, 2017",
"May 2, 2017",
"May 3, 2017",
"May 4, 2017",26.216
"May 5, 2017",
"May 6, 2017",
"May 7, 2017",14.744
"May 8, 2017",
"May 9, 2017",
"May 10, 2017",
"May 11, 2017",
"May 12, 2017",
"May 13, 2017",
"May 14, 2017",20.13
"May 15, 2017",
"May 16, 2017",21.196
"May 17, 2017",
"May 18, 2017",25.905
"May 19, 2017",23.739
"May 20, 2017",
"May 21, 2017",24.904
"May 22, 2017",
"May 23, 2017",23.513
"May 24, 2017",
"May 25, 2017",
"May 26, 2017",
"May 27, 2017",
"May 28, 2017",25.511
"May 29, 2017",
"May 30, 2017",25.607
"May 31, 2017",
"Jun 1, 2017",21.056
"Jun 2, 2017",20.791
"Jun 3, 2017",29.388
"Jun 4, 2017",
"Jun 5, 2017",
"Jun 6, 2017",24.846
"Jun 7, 2017",
"Jun 8, 2017",
"Jun 9, 2017",
"Jun 10, 2017",25.87
"Jun 11, 2017",
"Jun 12, 2017",
"Jun 13, 2017",21.281
"Jun 14, 2017",
"Jun 15, 2017",
"Jun 16, 2017",
"Jun 17, 2017",
"Jun 18, 2017",
"Jun 19, 2017",
"Jun 20, 2017",
"Jun 21, 2017",
"Jun 22, 2017",23.522
"Jun 23, 2017",
"Jun 24, 2017",27.082
"Jun 25, 2017",
"Jun 26, 2017",20.112
"Jun 27, 2017",
"Jun 28, 2017",22.732
"Jun 29, 2017",22.279
"Jun 30, 2017",
"Jul 1, 2017",26.231
"Jul 2, 2017",
"Jul 3, 2017",16.112
"Jul 4, 2017",21.943
"Jul 5, 2017",25.215
"Jul 6, 2017",
"Jul 7, 2017",22.266
"Jul 8, 2017",16.708
"Jul 9, 2017",
"Jul 10, 2017",18.223
"Jul 11, 2017",
"Jul 12, 2017",20.127
"Jul 13, 2017",22.829
"Jul 14, 2017",26.879
"Jul 15, 2017",
"Jul 16, 2017",25.532
"Jul 17, 2017",
"Jul 18, 2017",
"Jul 19, 2017",23.034
"Jul 20, 2017",
"Jul 21, 2017",26.852
"Jul 22, 2017",18.27
"Jul 23, 2017",
"Jul 24, 2017",16.842
"Jul 25, 2017",
"Jul 26, 2017",17.962
"Jul 27, 2017",
"Jul 28, 2017",25.276
"Jul 29, 2017",24.701
"Jul 30, 2017",
"Jul 31, 2017",
"Aug 1, 2017",
"Aug 2, 2017",25.617
"Aug 3, 2017",
"Aug 4, 2017",18.762
"Aug 5, 2017",
"Aug 6, 2017",26.797
"Aug 7, 2017",23.123
"Aug 8, 2017",
"Aug 9, 2017",
"Aug 10, 2017",
"Aug 11, 2017",15.355
"Aug 12, 2017",
"Aug 13, 2017",25.521
"Aug 14, 2017",22.616
"Aug 15, 2017",27.567
"Aug 16, 2017",20.634
"Aug 17, 2017",22.922
"Aug 18, 2017",22.529
"Aug 19, 2017",
"Aug 20, 2017",
"Aug 21, 2017",
"Aug 22, 2017",17.053
"Aug 23, 2017",
"Aug 24, 2017",
"Aug 25, 2017",14.125
"Aug 26, 2017",
"Aug 27, 2017",
"Aug 28, 2017",
"Aug 29, 2017",25.682
"Aug 30, 2017",19.801
"Aug 31, 2017",20.555
"Sep 1, 2017",27.513
"Sep 2, 2017",
"Sep 3, 2017",16.131
"Sep 4, 2017",24.79
"Sep 5, 2017",20.772
"Sep 6, 2017",
"Sep 7, 2017",
"Sep 8, 2017",
"Sep 9, 2017",
"Sep 10, 2017",10.79
"Sep 11, 2017",26.762
"Sep 12, 2017",22.423
"Sep 13, 2017",
"Sep 14, 2017",26.115
"Sep 15, 2017",21.419
"Sep 16, 2017",
"Sep 17, 2017",
"Sep 18, 2017",25.701
"Sep 19, 2017",25.847
"Sep 20, 2017",
"Sep 21, 2017",26.326
"Sep 22, 2017",
"Sep 23, 2017",13.513
"Sep 24, 2017",14.55
"Sep 25, 2017",
"Sep 26, 2017",
"Sep 27, 2017",26.25
"Sep 28, 2017",
"Sep 29, 2017",
"Sep 30, 2017",
"Oct 1, 2017",23.832
"Oct 2, 2017",19.383
"Oct 3, 2017",24.766
"Oct 4, 2017",
"Oct 5, 2017",
"Oct 6, 2017",
"Oct 7, 2017",26.036
"Oct 8, 2017",17.999
"Oct 9, 2017",
"Oct 10, 2017",24.789
"Oct 11, 2017",
"Oct 12, 2017",22.739
"Oct 13, 2017",
"Oct 14, 2017",24.949
"Oct 15, 2017",
"Oct 16, 2017",24.285
"Oct 17, 2017",22.696
"Oct 18, 2017",25.234
"Oct 19, 2017",
"Oct 20, 2017",
"Oct 21, 2017",18.024
"Oct 22, 2017",
"Oct 23, 2017",
"Oct 24, 2017",
"Oct 25, 2017",14.925
"Oct 26, 2017",
"Oct 27, 2017",
"Oct 28, 2017",
"Oct 29, 2017",
"Oct 30, 2017",16.999
"Oct 31, 2017",
"Nov 1, 2017",23.742
"Nov 2, 2017",
"Nov 3, 2017",26.138
"Nov 4, 2017",
"Nov 5, 2017",
"Nov 6, 2017",23.67
"Nov 7, 2017",
"Nov 8, 2017",
"Nov 9, 2017",
"Nov 10, 2017",27.738
"Nov 11, 2017",
"Nov 12, 2017",26.325
"Nov 13, 2017",
"Nov 14, 2017",
"Nov 15, 2017",
"Nov 16, 2017",
"Nov 17, 2017",18.435
"Nov 18, 2017",
"Nov 19, 2017",22.399
"Nov 20, 2017",
"Nov 21, 2017",
"Nov 22, 2017",21.765
"Nov 23, 2017",
"Nov 24, 2017",22.188
"Nov 25, 2017",
"Nov 26, 2017",24.956
"Nov 27, 2017",
"Nov 28, 2017",
"Nov 29, 2017",21.895
"Nov 30, 2017",
"Dec 1, 2017",21.304
"Dec 2, 2017",
"Dec 3, 2017",13.515
"Dec 4, 2017",21.64
"Dec 5, 2017",25.1
"Dec 6, 2017",13.951
"Dec 7, 2017",
"Dec 8, 2017",27.188
"Dec 9, 2017",
"Dec 10, 2017",22.149
"Dec 11, 2017",16.451
"Dec 12, 2017",17.226
"Dec 13, 2017",20.35
"Dec 14, 2017",
"Dec 15, 2017",24.472
"Dec 16, 2017",
"Dec 17, 2017",22.801
"Dec 18, 2017",
"Dec 19, 2017",22.904
"Dec 20, 2017",24.876
"Dec 21, 2017",22.59
"Dec 22, 2017",19.286
"Dec 23, 2017",18.3
"Dec 24, 2017",
"Dec 25, 2017",
"Dec 26, 2017",23.485
"Dec 27, 2017",
"Dec 28, 2017",20.908
"Dec 29, 2017",
"Dec 30, 2017",
"Dec 31, 2017",
"Jan 1, 2018",24.012
"Jan 2, 2018",21.551
"Jan 3, 2018",
"Jan 4, 2018",24.3
"Jan 5, 2018",
"Jan 6, 2018",
"Jan 7, 2018",23.318
"Jan 8, 2018",22.299
"Jan 9, 2018",
"Jan 10, 2018",
"Jan 11, 2018",17.293
"Jan 12, 2018",
"Jan 13, 2018",11.61
"Jan 14, 2018",24.069
"Jan 15, 2018",
"Jan 16, 2018",
"Jan 17, 2018",
"Jan 18, 2018",
"Jan 19, 2018",
"Jan 20, 2018",24.136
"Jan 21, 2018",22.126
"Jan 22, 2018",
"Jan 23, 2018",
"Jan 24, 2018",
"Jan 25, 2018",21.465
"Jan 26, 2018",
"Jan 27, 2018",19.067
"Jan 28, 2018",23.302
"Jan 29, 2018",25.569
"Jan 30, 2018",23.277
"Jan 31, 2018",25.61
"Feb 1, 2018",
"Feb 2, 2018",
"Feb 3, 2018",
"Feb 4, 2018",
"Feb 5, 2018",
"Feb 6, 2018",23.279
"Feb 7, 2018",28.622
"Feb 8, 2018",21.585
"Feb 9, 2018",
"Feb 10, 2018",22.138
"Feb 11, 2018",
"Feb 12, 2018",27.05
"Feb 13, 2018",19.319
"Feb 14, 2018",
"Feb 15, 2018",19.571
"Feb 16, 2018",23.629
"Feb 17, 2018",22.022
"Feb 18, 2018",23.863
"Feb 19, 2018",23.125
"Feb 20, 2018",
"Feb 21, 2018",21.47
"Feb 22, 2018",
"Feb 23, 2018",23.413
"Feb 24, 2018",20.638
"Feb 25, 2018",28.69
"Feb 26, 2018",23.704
"Feb 27, 2018",
"Feb 28, 2018",25.626
"Mar 1, 2018",23.801
"Mar 2, 2018",23.677
"Mar 3, 2018",
"Mar 4, 2018",
"Mar 5, 2018",19.439
"Mar 6, 2018",
"Mar 7, 2018",23.543
"Mar 8, 2018",
"Mar 9, 2018",26.068
"Mar 10, 2018",23.241
"Mar 11, 2018",31.416
"Mar 12, 2018",22.662
"Mar 13, 2018",
"Mar 14, 2018",24.688
"Mar 15, 2018",
"Mar 16, 2018",26.099
"Mar 17, 2018",
"Mar 18, 2018",18.878
"Mar 19, 2018",27.995
"Mar 20, 2018",
"Mar 21, 2018",19.584
"Mar 22, 2018",
"Mar 23, 2018",22.592
"Mar 24, 2018",
"Mar 25, 2018",28.274
"Mar 26, 2018",20.195
"Mar 27, 2018",25.909
"Mar 28, 2018",24.699
"Mar 29, 2018",
"Mar 30, 2018",
"Mar 31, 2018",
"Apr 1, 2018",23.58
"Apr 2, 2018",
"Apr 3, 2018",
"Apr 4, 2018",22.649
"Apr 5, 2018",26.509
"Apr 6, 2018",
"Apr 7, 2018",
"Apr 8, 2018",28.211
"Apr 9, 2018",
"Apr 10, 2018",20.408
"Apr 11, 2018",
"Apr 12, 2018",
"Apr 13, 2018",
"Apr 14, 2018",
"Apr 15, 2018",22.609
"Apr 16, 2018",
"Apr 17, 2018",
"Apr 18, 2018",
"Apr 19, 2018",27.529
"Apr 20, 2018",
"Apr 21, 2018",22.498
"Apr 22, 2018",
"Apr 23, 2018",21.964
"Apr 24, 2018",
"Apr 25, 2018",
"Apr 26, 2018",27.444
"Apr 27, 2018",
"Apr 28, 2018",
"Apr 29, 2018",
"Apr 30, 2018",24.499
"May 1, 2018",26.838
"May 2, 2018",23.47
"May 3, 2018",
"May 4, 2018",
"May 5, 2018",
"May 6, 2018",26.926
"May 7, 2018",
"May 8, 2018",
"May 9, 2018",
"May 10, 2018",18.865
"May 11, 2018",
"May 12, 2018",24.241
"May 13, 2018",
"May 14, 2018",
"May 15, 2018",
"May 16, 2018",
"May 17, 2018",24.768
"May 18, 2018",
"May 19, 2018",21.187
"May 20, 2018",
"May 21, 2018",
"May 22, 2018",22.578
"May 23, 2018",22.614
"May 24, 2018",22.837
"May 25, 2018",
"May 26, 2018",
"May 27, 2018",
"May 28, 2018",
"May 29, 2018",21.07
"May 30, 2018",24.577
"May 31, 2018",22.398
"Jun 1, 2018",
"Jun 2, 2018",26.193
"Jun 3, 2018",
"Jun 4, 2018",22.608
"Jun 5, 2018",
"Jun 6, 2018",
"Jun 7, 2018",23.037
"Jun 8, 2018",17.45
"Jun 9, 2018",
"Jun 10, 2018",
"Jun 11, 2018",9.33
"Jun 12, 2018",
"Jun 13, 2018",23.305
"Jun 14, 2018",
"Jun 15, 2018",16.126
"Jun 16, 2018",22.001
"Jun 17, 2018",25.562
"Jun 18, 2018",
"Jun 19, 2018",24.187
"Jun 20, 2018",22.417
"Jun 21, 2018",
"Jun 22, 2018",24.236
"Jun 23, 2018",22.224
"Jun 24, 2018",20.735
"Jun 25, 2018",
"Jun 26, 2018",
"Jun 27, 2018",22.95
"Jun 28, 2018",
"Jun 29, 2018",20.672
"Jun 30, 2018",18.58
"Jul 1, 2018",21.353
"Jul 2, 2018",
"Jul 3, 2018",
"Jul 4, 2018",24.962
"Jul 5, 2018",
"Jul 6, 2018",22.501
"Jul 7, 2018",
"Jul 8, 2018",20.345
"Jul 9, 2018",24.429
"Jul 10, 2018",
"Jul 11, 2018",23.232
"Jul 12, 2018",
"Jul 13, 2018",
"Jul 14, 2018",
"Jul 15, 2018",23.783
"Jul 16, 2018",
"Jul 17, 2018",7.991
"Jul 18, 2018",
"Jul 19, 2018",23.391
"Jul 20, 2018",
"Jul 21, 2018",
"Jul 22, 2018",
"Jul 23, 2018",
"Jul 24, 2018",
"Jul 25, 2018",23.226
"Jul 26, 2018",25.157
"Jul 27, 2018",
"Jul 28, 2018",
"Jul 29, 2018",
"Jul 30, 2018",
"Jul 31, 2018",
"Aug 1, 2018",19.177
"Aug 2, 2018",23.31
"Aug 3, 2018",
"Aug 4, 2018",
"Aug 5, 2018",
"Aug 6, 2018",26.111
"Aug 7, 2018",22.563
"Aug 8, 2018",
"Aug 9, 2018",
"Aug 10, 2018",14.815
"Aug 11, 2018",28.584
"Aug 12, 2018",14.68
"Aug 13, 2018",
"Aug 14, 2018",12.731
"Aug 15, 2018",
"Aug 16, 2018",28.203
"Aug 17, 2018",19.804
"Aug 18, 2018",20.575
"Aug 19, 2018",23.97
"Aug 20, 2018",24.676
"Aug 21, 2018",9.97
"Aug 22, 2018",18.615
"Aug 23, 2018",20.662
"Aug 24, 2018",
"Aug 25, 2018",27.943
"Aug 26, 2018",
"Aug 27, 2018",20.721
"Aug 28, 2018",24.9
"Aug 29, 2018",
"Aug 30, 2018",26.69
"Aug 31, 2018",
"Sep 1, 2018",22.69
"Sep 2, 2018",
"Sep 3, 2018",29.472
"Sep 4, 2018",
"Sep 5, 2018",
"Sep 6, 2018",21.081
"Sep 7, 2018",
"Sep 8, 2018",23.71
"Sep 9, 2018",
"Sep 10, 2018",26.488
